level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L3_4C36L,94,104,325.67,36,36,369.922176361084,13,0,13,18.59275480565156,150.0,185.92754805651558
L3_4C36L,95,105,378.668,36,36,350.9467144012451,17,0,29,20.17762030040113,160.0,201.7762030040113
L3_4C36L,96,106,333.039,36,36,366.1842167377472,8,0,19,26.05260976458293,180.0,260.5260976458293
L3_4C36L,97,107,529.006,36,36,325.58822774887085,16,0,57,28.039247165355967,210.0,280.39247165355965
L3_4C36L,98,108,425.984,36,36,353.31163930892944,12,0,44,28.96120806331886,170.0,289.6120806331886
L3_4C36L,99,109,345.062,36,36,353.51719641685486,17,0,35,18.27601712936476,150.0,182.7601712936476
L3_4C36L,100,110,439.466,36,36,357.6752939224243,5,0,36,32.74901896798595,220.0,327.4901896798594
L3_4C36L,101,101,404.97,36,36,370.4607343673706,6,0,27,33.464229023591145,180.0,334.6422902359115
L3_4C36L,102,102,330.957,36,36,392.08978748321533,10,0,24,13.034053601059528,120.0,130.34053601059526
L3_4C36L,103,103,455.349,36,36,343.0681028366089,7,0,30,33.10633897598566,240.0,331.0633897598565
L3_4C36L,104,104,340.068,36,36,377.74425506591797,14,0,17,20.852492769232352,120.0,208.5249276923236
